,parent_id,rank,tax_name,root,below_root,superkingdom,below_superkingdom,below_below_superkingdom,below_below_below_superkingdom,below_below_below_below_superkingdom,phylum,below_phylum,below_below_phylum,subphylum,class,below_class,below_below_class,subclass,order,below_order,below_below_order,suborder,family,below_family,below_below_family,below_below_below_family,subfamily,tribe,genus,below_genus,subgenus,species_group,species_subgroup,species,below_species,below_below_species,below_below_below_species,subspecies,below_subspecies,below_below_subspecies,below_below_below_subspecies
8301,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8297,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8291,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8207,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8203,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8195,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8191,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8194,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8202,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8200,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8198,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8206,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8290,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8288,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8284,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8212,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8210,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8283,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8225,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8221,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8220,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8219,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8217,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8224,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8282,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8230,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8228,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8281,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8279,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8251,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8250,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8248,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8234,469,species_group,Acinetobacter calcoaceticus/baumannii complex,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,,,,909768.0,,,,,,,,,
8247,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8239,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8238,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8246,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8244,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,,,,,,,,
8243,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8278,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8260,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8258,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8257,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8255,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8277,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8275,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8274,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,909768.0,,Acinetobacter baumannii,,,,,,,
8273,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8271,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8269,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8265,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8268,909768,species,Acinetobacter baumannii,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Moraxellaceae,,,,,,Acinetobacter,,,,,Acinetobacter baumannii,,,,,,,
8287,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8296,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8295,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8300,468,genus,Acinetobacter,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Acinetobacter,,,,,,,,,,,,
8761,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,135619,family,Alcanivoracaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Alcanivoracaceae,,,,,,,,,,,,,,,,,,
8313,224372,genus,Alcanivorax,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Oceanospirillales,,,,,,,,,,Alcanivorax,,,,,,,,,,,,
8307,224372,genus,Alcanivorax,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Oceanospirillales,,,,,,,,,,Alcanivorax,,,,,,,,,,,,
8312,224372,genus,Alcanivorax,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Oceanospirillales,,,,,,,,,,Alcanivorax,,,,,,,,,,,,
8311,224372,genus,Alcanivorax,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Oceanospirillales,,,,,,,,,,Alcanivorax,,,,,,,,,,,,
8760,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,1224,class,Gammaproteobacteria,root,cellular organisms,Bacteria,,,,,,,,,Gammaproteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8344,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8336,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8332,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8328,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8331,136841,species,Pseudomonas mendocina,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas mendocina,,,,,,,
8335,1232139,species,Pseudomonas pseudoalcaligenes,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas pseudoalcaligenes,,,,,,,
8343,136841,species,Pseudomonas mendocina,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas mendocina,,,,,,,
8342,136841,species,Pseudomonas mendocina,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas mendocina,,,,,,,
8341,136841,species,Pseudomonas mendocina,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas mendocina,,,,,,,
8429,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8401,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8353,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8349,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8348,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8352,352,species,Azotobacter chroococcum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,351.0,,,,,,,Azotobacter chroococcum,,,,,,,
8400,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8358,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8356,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8399,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8398,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8386,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas aeruginosa,,,,,,,
8385,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8383,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8371,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8367,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8363,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8366,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8370,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8382,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas aeruginosa,,,,,,,
8378,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas aeruginosa,,,,,,,
8374,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas aeruginosa,,,,,,,
8377,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136841.0,,Pseudomonas aeruginosa,,,,,,,
8381,136841,species,Pseudomonas aeruginosa,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,Pseudomonas aeruginosa,,,,,,,
8397,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8391,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8389,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8396,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8394,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8428,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8410,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8404,72274,family,Pseudomonadaceae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,,,,,Pseudomonadaceae,,,,,,,,,,,,,,,,,,
8409,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,,Pseudomonas stutzeri,,,,,,,
8407,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,,Pseudomonas stutzeri,,,,,,,
8427,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,,,,,,,,
8425,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,,,,,,,,,,
8415,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,578833.0,Pseudomonas stutzeri,,,,,,,
8414,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,,Pseudomonas stutzeri,,,,,,,
8424,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8423,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,578833.0,Pseudomonas stutzeri,,,,,,,
8421,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,578833.0,Pseudomonas stutzeri,,,,,,,
8419,578833,species,Pseudomonas stutzeri,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,Pseudomonadaceae,,,,,,Pseudomonas,,,136846.0,578833.0,Pseudomonas stutzeri,,,,,,,
8753,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,2,phylum,Proteobacteria,root,cellular organisms,,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
8750,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,2,phylum,Proteobacteria,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,135621,genus,Pseudomonas,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Pseudomonadales,,,,,,,,,,Pseudomonas,,,,,,,,,,,,
