,no rank,superkingdom,genus,species,order,phylum,class,family,strain,forma specialis,clade,subphylum,suborder,subspecies,species group,species subgroup,subfamily,subgenus,serogroup,serotype,biotype,tribe,subclass,isolate,pathogroup
446466,cellular organisms,Bacteria,Cellulomonas,Cellulomonas flavigena,Micrococcales,Actinobacteria,Actinobacteria,Cellulomonadaceae,Cellulomonas flavigena DSM 20109,,Terrabacteria group,,,,,,,,,,,,,,
257309,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae NCTC 13129,,Terrabacteria group,,,,,,,,,,,,,,
698962,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae 31A,,Terrabacteria group,,,,,,,,,,,,,,
698966,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae 241,,Terrabacteria group,,,,,,,,,,,,,,
698973,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae BH8,,Terrabacteria group,,,,,,,,,,,,,,
698969,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae HC03,,Terrabacteria group,,,,,,,,,,,,,,
698963,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae C7 (beta),,Terrabacteria group,,,,,,,,,,,,,,
698970,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae HC04,,Terrabacteria group,,,,,,,,,,,,,,
698964,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium diphtheriae PW8,,Terrabacteria group,,,,,,,,,,,,,,
1717,cellular organisms,Bacteria,Corynebacterium,Corynebacterium diphtheriae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
340322,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium glutamicum R,,Terrabacteria group,,,,,,,,,,,,,,
196627,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium glutamicum ATCC 13032,,Terrabacteria group,,,,,,,,,,,,,,
1232381,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium glutamicum SCgG1,,Terrabacteria group,,,,,,,,,,,,,,
1718,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1232384,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium glutamicum ZL-6,,Terrabacteria group,,,,,,,,,,,,,,
1079988,cellular organisms,Bacteria,Corynebacterium,Corynebacterium glutamicum,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium glutamicum ATCC 14067,,Terrabacteria group,,,,,,,,,,,,,,
765874,cellular organisms,Bacteria,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium pseudotuberculosis FRC41,,Terrabacteria group,,,,,,,,,,,,,,
935697,cellular organisms,Bacteria,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium pseudotuberculosis CIP 52.97,,Terrabacteria group,,,,,,,,,,,,,,
1074485,cellular organisms,Bacteria,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium pseudotuberculosis 316,,Terrabacteria group,,,,,,,,,,,,,,
1161911,cellular organisms,Bacteria,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium pseudotuberculosis Cp162,,Terrabacteria group,,,,,,,,,,,,,,
1719,cellular organisms,Bacteria,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1121353,cellular organisms,Bacteria,Corynebacterium,Corynebacterium callunae,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium callunae DSM 20147,,Terrabacteria group,,,,,,,,,,,,,,
1724,cellular organisms,Bacteria,Corynebacterium,Corynebacterium renale,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1725,cellular organisms,Bacteria,Corynebacterium,Corynebacterium xerosis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
858619,cellular organisms,Bacteria,Corynebacterium,Corynebacterium variabile,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,Corynebacterium variabile DSM 44702,,Terrabacteria group,,,,,,,,,,,,,,
1286171,cellular organisms,Bacteria,Peptoclostridium,Peptoclostridium acidaminophilum,Clostridiales,Firmicutes,Clostridia,Peptostreptococcaceae,Peptoclostridium acidaminophilum DSM 3953,,Terrabacteria group,,,,,,,,,,,,,,
1736,cellular organisms,Bacteria,Eubacterium,Eubacterium limosum,Clostridiales,Firmicutes,Clostridia,Eubacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
289377,cellular organisms,Bacteria,Thermodesulfobacterium,Thermodesulfobacterium commune,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriaceae,Thermodesulfobacterium commune DSM 2178,,,,,,,,,,,,,,,,
754252,cellular organisms,Bacteria,Propionibacterium,Propionibacterium freudenreichii,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,,Terrabacteria group,,,Propionibacterium freudenreichii subsp. shermanii,,,,,,,,,,,
66712,cellular organisms,Bacteria,Propionibacterium,Propionibacterium freudenreichii,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,Propionibacterium freudenreichii subsp. freudenreichii,,,,,,,,,,,
267747,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes KPA171202,,Terrabacteria group,,,,,,,,,,,,,,
553199,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes SK137,,Terrabacteria group,,,,,,,,,,,,,,
1091045,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes subsp. defendens ATCC 11828,,Terrabacteria group,,,Cutibacterium acnes subsp. defendens,,,,,,,,,,,
1114966,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes TypeIA2 P.acn33,,Terrabacteria group,,,Cutibacterium acnes subsp. acnes,,,,,,,,,,,
1114969,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes TypeIA2 P.acn31,,Terrabacteria group,,,Cutibacterium acnes subsp. acnes,,,,,,,,,,,
1134454,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes HL096PA1,,Terrabacteria group,,,,,,,,,,,,,,
1276648,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Cutibacterium acnes hdn-1,,Terrabacteria group,,,,,,,,,,,,,,
1747,cellular organisms,Bacteria,Cutibacterium,Cutibacterium acnes,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1171373,cellular organisms,Bacteria,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Acidipropionibacterium acidipropionici ATCC 4875,,Terrabacteria group,,,,,,,,,,,,,,
1748,cellular organisms,Bacteria,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1749,cellular organisms,Bacteria,Acidipropionibacterium,Acidipropionibacterium jensenii,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
767029,cellular organisms,Bacteria,Pseudopropionibacterium,Pseudopropionibacterium propionicum,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,Pseudopropionibacterium propionicum F0230a,,Terrabacteria group,,,,,,,,,,,,,,
1750,cellular organisms,Bacteria,Pseudopropionibacterium,Pseudopropionibacterium propionicum,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
509192,cellular organisms,Bacteria,Thermoanaerobacter,Thermoanaerobacter ethanolicus,Thermoanaerobacterales,Firmicutes,Clostridia,Thermoanaerobacteraceae,Thermoanaerobacter ethanolicus JW 200,,Terrabacteria group,,,,,,,,,,,,,,
262316,cellular organisms,Bacteria,Mycobacterium,Mycobacterium avium,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium avium subsp. paratuberculosis K-10,,Terrabacteria group,,,Mycobacterium avium subsp. paratuberculosis,Mycobacterium avium complex (MAC),,,,,,,,,,
439334,cellular organisms,Bacteria,Mycobacterium,Mycobacterium avium,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,Mycobacterium avium subsp. hominissuis,Mycobacterium avium complex (MAC),,,,,,,,,,
1766,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium fortuitum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
487521,cellular organisms,Bacteria,Mycobacterium,Mycobacterium intracellulare,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium intracellulare ATCC 13950,,Terrabacteria group,,,,Mycobacterium avium complex (MAC),,,,,,,,,,
1138871,cellular organisms,Bacteria,Mycobacterium,Mycobacterium intracellulare,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium intracellulare subsp. yongonense 05-1390,,Terrabacteria group,,,Mycobacterium intracellulare subsp. yongonense,Mycobacterium avium complex (MAC),,,,,,,,,,
1767,cellular organisms,Bacteria,Mycobacterium,Mycobacterium intracellulare,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,Mycobacterium avium complex (MAC),,,,,,,,,,
557599,cellular organisms,Bacteria,Mycobacterium,Mycobacterium kansasii,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium kansasii ATCC 12478,,Terrabacteria group,,,,,,,,,,,,,,
561304,cellular organisms,Bacteria,Mycobacterium,Mycobacterium leprae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium leprae Br4923,,Terrabacteria group,,,,,,,,,,,,,,
1008298,cellular organisms,Bacteria,Mycobacterium,Mycobacterium leprae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium leprae Kyoto-2,,Terrabacteria group,,,,,,,,,,,,,,
1771,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium phlei,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
246196,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium smegmatis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium smegmatis MC2 155,,Terrabacteria group,,,,,,,,,,,,,,
1214915,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium smegmatis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium smegmatis MKD8,,Terrabacteria group,,,,,,,,,,,,,,
83331,cellular organisms,Bacteria,Mycobacterium,Mycobacterium tuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium tuberculosis CDC1551,,Terrabacteria group,,,,Mycobacterium tuberculosis complex,,,,,,,,,,
336982,cellular organisms,Bacteria,Mycobacterium,Mycobacterium tuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium tuberculosis F11,,Terrabacteria group,,,,Mycobacterium tuberculosis complex,,,,,,,,,,
478435,cellular organisms,Bacteria,Mycobacterium,Mycobacterium tuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium tuberculosis KZN 605,,Terrabacteria group,,,,Mycobacterium tuberculosis complex,,,,,,,,,,
1773,cellular organisms,Bacteria,Mycobacterium,Mycobacterium tuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,Mycobacterium tuberculosis complex,,,,,,,,,,
561275,cellular organisms,Bacteria,Mycobacterium,Mycobacterium tuberculosis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,,Terrabacteria group,,,,Mycobacterium tuberculosis complex,,,,,,Mycobacterium tuberculosis variant bovis,,,,
1460372,cellular organisms,Bacteria,Mycobacteroides,Mycobacteroides chelonae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacteroides chelonae CCUG 47445,,Terrabacteria group,,,,,,,,,,,,,,
2480908,cellular organisms,Bacteria,Mycobacteroides,Mycobacteroides chelonae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,[Mycobacterium] chelonae subsp. gwanakae,,,,,,,,,,,
1775,cellular organisms,Bacteria,Mycobacterium,Mycobacterium cookii,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1778,cellular organisms,Bacteria,Mycobacterium,Mycobacterium gordonae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
216594,cellular organisms,Bacteria,Mycobacterium,Mycobacterium marinum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium marinum M,,Terrabacteria group,,,,,,,,,,,,,,
1781,cellular organisms,Bacteria,Mycobacterium,Mycobacterium marinum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1784,cellular organisms,Bacteria,Mycobacterium,Mycobacterium simiae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,Mycobacterium simiae complex,,,,,,,,,,
1788,cellular organisms,Bacteria,Mycolicibacter,Mycolicibacter terrae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1789,cellular organisms,Bacteria,Mycobacterium,Mycobacterium xenopi,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1791,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium aurum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1792,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium chitae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1793,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium fallax,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1794,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium gadium,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
700508,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium neoaurum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium neoaurum VKM Ac-1815D,,Terrabacteria group,,,,,,,,,,,,,,
1795,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium neoaurum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1797,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium thermoresistibile,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1799,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium aichiense,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
710421,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium chubuense,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium chubuense NBB4,,Terrabacteria group,,,,,,,,,,,,,,
350054,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium gilvum,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium gilvum PYR-GCK,,Terrabacteria group,,,,,,,,,,,,,,
362242,cellular organisms,Bacteria,Mycobacterium,Mycobacterium ulcerans,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycobacterium ulcerans Agy99,,Terrabacteria group,,,,,,,,,,,,,,
1124626,cellular organisms,Bacteria,Mycobacterium,Mycobacterium ulcerans,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,Mycobacterium ulcerans subsp. shinshuense,,,,,,,,,,,
1354275,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium vaccae,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,Mycolicibacterium vaccae 95051,,Terrabacteria group,,,,,,,,,,,,,,
1068978,cellular organisms,Bacteria,Amycolatopsis,Amycolatopsis methanolica,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,Amycolatopsis methanolica 239,,Terrabacteria group,,,,,,,,,,,,,,
1823,cellular organisms,Bacteria,Nocardia,Nocardia otitidiscaviarum,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1824,cellular organisms,Bacteria,Nocardia,Nocardia asteroides,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1443893,cellular organisms,Bacteria,Rhodococcus,Rhodococcus fascians,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,Rhodococcus fascians A21d2,,Terrabacteria group,,,,,,,,,,,,,,
1051973,cellular organisms,Bacteria,Rhodococcus,Rhodococcus fascians,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,Rhodococcus fascians D188,,Terrabacteria group,,,,,,,,,,,,,,
1829,cellular organisms,Bacteria,Rhodococcus,Rhodococcus rhodochrous,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1830,cellular organisms,Bacteria,Rhodococcus,Rhodococcus ruber,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
234621,cellular organisms,Bacteria,Rhodococcus,Rhodococcus erythropolis,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,Rhodococcus erythropolis PR4,,Terrabacteria group,,,,,,,,,,,,,,
1833,cellular organisms,Bacteria,Rhodococcus,Rhodococcus erythropolis,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
405948,cellular organisms,Bacteria,Saccharopolyspora,Saccharopolyspora erythraea,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,Saccharopolyspora erythraea NRRL 2338,,Terrabacteria group,,,,,,,,,,,,,,
471857,cellular organisms,Bacteria,Saccharomonospora,Saccharomonospora viridis,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,Saccharomonospora viridis DSM 43017,,Terrabacteria group,,,,,,,,,,,,,,
326424,cellular organisms,Bacteria,Frankia,Frankia alni,Frankiales,Actinobacteria,Actinobacteria,Frankiaceae,Frankia alni ACN14a,,Terrabacteria group,,,,,,,,,,,,,,
526225,cellular organisms,Bacteria,Geodermatophilus,Geodermatophilus obscurus,Geodermatophilales,Actinobacteria,Actinobacteria,Geodermatophilaceae,Geodermatophilus obscurus DSM 43160,,Terrabacteria group,,,,,,,,,,,,,,
1863,cellular organisms,Bacteria,Dermatophilus,Dermatophilus congolensis,Micrococcales,Actinobacteria,Actinobacteria,Dermatophilaceae,,,Terrabacteria group,,,,,,,,,,,,,,
512565,cellular organisms,Bacteria,Actinoplanes,Actinoplanes missouriensis,Micromonosporales,Actinobacteria,Actinobacteria,Micromonosporaceae,Actinoplanes missouriensis 431,,Terrabacteria group,,,,,,,,,,,,,,
