# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_000800805.1,PRJNA224116,SAMN03224143,,na,1577791,1577791,Candidatus Methanoplasma termitum,strain=MpT1,,latest,Complete Genome,Major,Full,2014/12/11,ASM80080v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_000800805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/805/GCF_000800805.1_ASM80080v1,,assembly from type material,1.0,1.0,1372.0,1488669.0,GCF_000800805.1_Candidatus Methanoplasma termitum_strain=MpT1,0.468694060628,49.2056998567,216.0,@GCF_000800805.1_Candidatus_Methanoplasma_termitum_strain_MpT1,86.0,0.0406341,46.0
GCF_000956175.1,PRJNA224116,SAMN03253153,,na,1580092,1580092,Candidatus Nitrosopumilus adriaticus,strain=NF5,,latest,Complete Genome,Major,Full,2015/03/19,ASM95617v1,University of Vienna,GCA_000956175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/175/GCF_000956175.1_ASM95617v1,,,1.0,1.0,2037.0,1803090.0,GCF_000956175.1_Candidatus Nitrosopumilus adriaticus_strain=NF5,0.271847333806,33.4068737556,346.0,@GCF_000956175.1_Candidatus_Nitrosopumilus_adriaticus_strain_NF5,95.0,0.00534113,40.0
GCF_000827835.1,PRJNA224116,SAMN03278120,,na,1592728,1592728,Haloarcula sp. CBA1115,strain=CBA1115,CBA1115,latest,Complete Genome,Major,Full,2015/01/23,ASM82783v1,Kyung Hee University,GCA_000827835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/835/GCF_000827835.1_ASM82783v1,,,3.0,6.0,3961.0,4225046.0,GCF_000827835.1_Haloarcula sp. CBA1115_strain=CBA1115,0.357990869252,61.949810724,103.0,@GCF_000827835.1_Haloarcula_sp._CBA1115_strain_CBA1115,148.0,1e-06,234.0
GCF_000955905.1,PRJNA224116,SAMN03286947,,na,1603555,1603555,Candidatus Nitrosotenuis cloacae,strain=SAT1,,latest,Complete Genome,Major,Full,2015/04/20,ASM95590v3,Tsinghua University,GCA_000955905.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/905/GCF_000955905.1_ASM95590v3,,,1.0,1.0,1797.0,1620156.0,GCF_000955905.1_Candidatus Nitrosotenuis cloacae_strain=SAT1,0.198589367786,40.9969163463,354.0,@GCF_000955905.1_Candidatus_Nitrosotenuis_cloacae_strain_SAT1,94.0,0.00623993,39.0
GCF_001011115.1,PRJNA224116,SAMN02899090,,representative genome,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=HSR2,,latest,Complete Genome,Major,Full,2015/05/21,ASM101111v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCA_001011115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/115/GCF_001011115.1_ASM101111v1,,assembly from type material,1.0,2.0,2145.0,2209738.0,GCF_001011115.1_Halanaeroarchaeum sulfurireducens_strain=HSR2,0.592903155724,62.8475412017,114.0,@GCF_001011115.1_Halanaeroarchaeum_sulfurireducens_strain_HSR2,118.0,1e-06,64.0
GCF_001305655.1,PRJNA224116,SAMN03701450,,na,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=M27-SA2,,latest,Complete Genome,Major,Full,2015/10/02,ASM130565v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCA_001305655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/655/GCF_001305655.1_ASM130565v1,,,1.0,2.0,2191.0,2253500.0,GCF_001305655.1_Halanaeroarchaeum sulfurireducens_strain=M27-SA2,0.550835985857,62.7608165077,113.0,@GCF_001305655.1_Halanaeroarchaeum_sulfurireducens_strain_M27-SA2,124.0,0.00732892,63.0
GCF_001577775.1,PRJNA224116,SAMN03323778,,representative genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,,latest,Complete Genome,Major,Full,2016/02/29,ASM157777v1,Ecole Normale Superieure de Lyon,GCA_001577775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/775/GCF_001577775.1_ASM157777v1,,assembly from type material,1.0,1.0,2064.0,1977126.0,GCF_001577775.1_Pyrococcus kukulkanii_strain=NCB100,0.8583241301,44.6220928762,301.0,@GCF_001577775.1_Pyrococcus_kukulkanii_strain_NCB100,93.0,0.00118651,0.0
GCF_001548675.1,PRJNA224116,SAMN03295748,,na,1609968,1609968,Methanobrevibacter sp. YE315,strain=YE315,,latest,Complete Genome,Major,Full,2016/02/04,ASM154867v1,Queensland Government,GCA_001548675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/675/GCF_001548675.1_ASM154867v1,,,2.0,1.0,2029.0,2273296.0,GCF_001548675.1_Methanobrevibacter sp. YE315_strain=YE315,0.809882453113,34.248113752,22.0,@GCF_001548675.1_Methanobrevibacter_sp._YE315_strain_YE315,104.0,0.0169602,0.0
GCF_900090055.1,PRJNA224116,SAMEA3719624,,representative genome,1673428,1673428,Cuniculiplasma divulgatum,strain=PM4 (=JCM 30641; =VKM B-2940),,latest,Complete Genome,Major,Full,2017/01/31,C.divulgatum PM4,Immanuel Kant Baltic Federal University,GCA_900090055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/090/055/GCF_900090055.1_C.divulgatum_PM4,,,1.0,1.0,1800.0,1878916.0,GCF_900090055.1_Cuniculiplasma divulgatum_strain=PM4 (=JCM 30641; =VKM B-2940),0.34049535499,37.1606287881,207.0,@GCF_900090055.1_Cuniculiplasma_divulgatum_strain_PM4___JCM_30641___VKM_B-2940_,71.0,0.10837,0.0
GCF_001484685.1,PRJNA224116,SAMN03892931,,na,1674923,1674923,Thermococcus sp. 2319x1,strain=2319x1,,latest,Complete Genome,Major,Full,2016/01/04,ASM148468v1,Hotzyme,GCA_001484685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/685/GCF_001484685.1_ASM148468v1,,,1.0,1.0,2011.0,1961221.0,GCF_001484685.1_Thermococcus sp. 2319x1_strain=2319x1,0.89377666375,44.5968098445,287.0,@GCF_001484685.1_Thermococcus_sp._2319x1_strain_2319x1,104.0,0.00252023,0.0
GCF_003058365.1,PRJNA224116,SAMN08826612,,na,1679096,1679096,Haloarculaceae archaeon HArcel1,strain=HArcel1,,latest,Complete Genome,Major,Full,2018/04/21,ASM305836v1,Immanuel Kant Baltic Federal University,GCA_003058365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/365/GCF_003058365.1_ASM305836v1,,,1.0,1.0,2532.0,2723120.0,GCF_003058365.1_Haloarculaceae archaeon HArcel1_strain=HArcel1,0.52570282127,65.7354064455,94.0,@GCF_003058365.1_Haloarculaceae_archaeon_HArcel1_strain_HArcel1,117.0,0.0792084,23.0
GCF_001647085.1,PRJNA224116,SAMN04915575,,representative genome,1712654,1712654,Thermococcus piezophilus,strain=CDGS,,latest,Complete Genome,Major,Full,2016/05/18,ASM164708v1,Institut National des Sciences Appliquees de Lyon,GCA_001647085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/085/GCF_001647085.1_ASM164708v1,,assembly from type material,1.0,1.0,1855.0,1928800.0,GCF_001647085.1_Thermococcus piezophilus_strain=CDGS,0.888403031042,51.1069576939,313.0,@GCF_001647085.1_Thermococcus_piezophilus_strain_CDGS,92.0,0.00744794,0.0
GCF_003268005.1,PRJNA224116,SAMN04445725,,na,1789762,1789762,Methanosphaera sp. BMS,strain=BMS,,latest,Complete Genome,Major,Full,2018/06/26,ASM326800v1,University of Queensland,GCA_003268005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/005/GCF_003268005.1_ASM326800v1,,,2.0,1.0,2135.0,2868093.0,GCF_003268005.1_Methanosphaera sp. BMS_strain=BMS,0.780312784244,32.9314286531,11.0,@GCF_003268005.1_Methanosphaera_sp._BMS_strain_BMS,97.0,0.0188704,232.0
GCF_002787055.1,PRJNA224116,SAMN07637255,,na,1846278,1846278,Candidatus Nitrosotenuis sp. AQ6f,strain=AQ6F,,latest,Complete Genome,Major,Full,2017/11/20,ASM278705v1,University of Waterloo,GCA_002787055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/787/055/GCF_002787055.1_ASM278705v1,,,1.0,1.0,1912.0,1697207.0,GCF_002787055.1_Candidatus Nitrosotenuis sp. AQ6f_strain=AQ6F,0.197145663944,42.1841884932,353.0,@GCF_002787055.1_Candidatus_Nitrosotenuis_sp._AQ6f_strain_AQ6F,96.0,0.0130201,18.0
GCF_001767315.1,PRJNA224116,SAMN05185403,,na,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HTSR1,,latest,Complete Genome,Major,Full,2016/10/18,ASM176731v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCA_001767315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/315/GCF_001767315.1_ASM176731v1,,,1.0,1.0,1983.0,1972283.0,GCF_001767315.1_Halodesulfurarchaeum formicicum_strain=HTSR1,0.639999835626,63.7636688041,112.0,@GCF_001767315.1_Halodesulfurarchaeum_formicicum_strain_HTSR1,103.0,0.0426273,0.0
GCF_001886955.1,PRJNA224116,SAMN05363636,,representative genome,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HSR6,,latest,Complete Genome,Major,Full,2016/11/28,ASM188695v1,Immanuel Kant Baltic Federal University,GCA_001886955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/955/GCF_001886955.1_ASM188695v1,,assembly from type material,1.0,1.0,2077.0,2085946.0,,,63.6211579782,,,,,
GCF_001719125.1,PRJNA224116,SAMN05582949,,na,1891280,1891280,Sulfolobus sp. A20,strain=A20,,latest,Complete Genome,Major,Full,2016/09/06,ASM171912v1,"Institute of Microbiology, Chinese Academy of Sciences",GCA_001719125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/125/GCF_001719125.1_ASM171912v1,,,1.0,1.0,2590.0,2688317.0,GCF_001719125.1_Sulfolobus sp. A20_strain=A20,0.425926257255,34.7752515793,413.0,@GCF_001719125.1_Sulfolobus_sp._A20_strain_A20,120.0,0.0345213,0.0
GCF_002156965.1,PRJNA224116,SAMN05730076,,na,1898749,1898749,Candidatus Nitrosomarinus catalina,strain=SPOT01,,latest,Complete Genome,Major,Full,2017/05/22,ASM215696v1,University of Southern California,GCA_002156965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/965/GCF_002156965.1_ASM215696v1,,,1.0,1.0,1591.0,1360076.0,GCF_002156965.1_Candidatus Nitrosomarinus catalina_strain=SPOT01,0.2455063304,31.4372873281,348.0,@GCF_002156965.1_Candidatus_Nitrosomarinus_catalina_strain_SPOT01,97.0,0.00415407,16.0
GCF_002156705.1,PRJNA224116,SAMN06349942,,representative genome,1902251,1902251,Natrialbaceae archaeon JW/NM-HA 15,strain=JW/NM-HA 15,,latest,Complete Genome,Major,Full,2017/05/23,ASM215670v1,Chinese Academy of Agricultural Sciences,GCA_002156705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/705/GCF_002156705.1_ASM215670v1,,,2.0,1.0,3593.0,3930546.0,GCF_002156705.1_Natrialbaceae archaeon JW/NM-HA 15_strain=JW/NM-HA 15,0.455812095503,64.1082943693,70.0,@GCF_002156705.1_Natrialbaceae_archaeon_JW/NM-HA_15_strain_JW/NM-HA_15,151.0,0.0688082,28.0
GCF_002813675.1,PRJNA224116,SAMN05928841,,na,1911685,1911685,Methanobacterium sp. MZ-A1,strain=MZ-A1,,latest,Complete Genome,Major,Full,2017/12/07,ASM281367v1,Japan Agency for Marine-Earth Science and technology,GCA_002813675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/675/GCF_002813675.1_ASM281367v1,,,2.0,1.0,2328.0,2524329.0,,,39.3809998617,,,,,
GCF_002214165.1,PRJNA224116,SAMN06014021,,na,1920749,1920749,Candidatus Micrarchaeota archaeon Mia14,strain=Mia14,,latest,Complete Genome,Major,Full,2017/07/03,ASM221416v1,Fidelity Systems,GCA_002214165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/165/GCF_002214165.1_ASM221416v1,,,1.0,1.0,952.0,952257.0,GCF_002214165.1_Candidatus Micrarchaeota archaeon Mia14_strain=Mia14,0.0,39.3553420978,341.0,@GCF_002214165.1_Candidatus_Micrarchaeota_archaeon_Mia14_strain_Mia14,34.0,1.07694,10.0
GCF_002844335.1,PRJNA224116,SAMN06200074,,na,1932004,1932004,Haloarcula taiwanensis,strain=Taiwanensis,,latest,Complete Genome,Major,Full,2017/12/18,ASM284433v1,National Taiwan University,GCA_002844335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/335/GCF_002844335.1_ASM284433v1,,,2.0,4.0,3612.0,3721706.0,GCF_002844335.1_Haloarcula taiwanensis_strain=Taiwanensis,0.343545798102,62.5048835131,101.0,@GCF_002844335.1_Haloarcula_taiwanensis_strain_Taiwanensis,134.0,0.00605385,43.0
GCF_001989615.1,PRJNA224116,SAMN06205239,,na,1932360,1932360,Halorientalis sp. IM1011,strain=IM1011,,latest,Complete Genome,Major,Full,2017/02/07,ASM198961v1,"Institute of Microbiology, Chinese Academy of Sciences",GCA_001989615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/615/GCF_001989615.1_ASM198961v1,,,2.0,3.0,3700.0,3778989.0,GCF_001989615.1_Halorientalis sp. IM1011_strain=IM1011,0.540996034271,65.5816410156,99.0,@GCF_001989615.1_Halorientalis_sp._IM1011_strain_IM1011,132.0,0.0844128,0.0
GCF_002197185.1,PRJNA224116,SAMN07196561,,na,2008440,2008440,Thermococcus sp. 5-4,strain=5-4,,latest,Complete Genome,Major,Full,2017/06/16,ASM219718v1,"Genoscope, Evry, France",GCA_002197185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/185/GCF_002197185.1_ASM219718v1,,,1.0,1.0,1961.0,1854909.0,,,55.6857506217,,,,,
GCF_900198835.1,PRJNA224116,SAMEA104149373,,na,2016361,2016361,Thermococcus sp. EXT12c,strain=EXT12c,,latest,Complete Genome,Major,Full,2017/10/17,chr_EXT12c,Universite de Bretagne Occidentale,GCA_900198835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/198/835/GCF_900198835.1_chr_EXT12c,,,1.0,1.0,2264.0,2155760.0,GCF_900198835.1_Thermococcus sp. EXT12c_strain=EXT12c,0.86391797765,54.576669017,273.0,@GCF_900198835.1_Thermococcus_sp._EXT12c_strain_EXT12c,113.0,1e-06,42.0
GCF_002906215.1,PRJNA224116,SAMN07759886,,na,2045011,2045011,Candidatus Nitrosocaldus islandicus,,3F,latest,Complete Genome,Major,Full,2018/01/29,ASM290621v1,University of Vienna,GCA_002906215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/215/GCF_002906215.1_ASM290621v1,,,1.0,1.0,1641.0,1617394.0,GCF_002906215.1_Candidatus Nitrosocaldus islandicus,0.800326593832,41.5387345322,344.0,@GCF_002906215.1_Candidatus_Nitrosocaldus_islandicus,83.0,0.102141,21.0
